time,latitude,longitude,depth,xerr,yerr,zerr,rms,file,mode,cid
2000-01-01T00:00:00,39.5000,142.4000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.000000.dat,SYN,
2000-01-01T01:00:00,39.5000,142.5000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.010000.dat,SYN,
2000-01-01T02:00:00,39.5000,142.6000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.020000.dat,SYN,
2000-01-01T03:00:00,39.5000,142.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.030000.dat,SYN,
2000-01-01T04:00:00,39.6000,142.4000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.040000.dat,SYN,
2000-01-01T05:00:00,39.6000,142.5000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.050000.dat,SYN,
2000-01-01T06:00:00,39.6000,142.6000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.060000.dat,SYN,
2000-01-01T07:00:00,39.6000,142.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.070000.dat,SYN,
2000-01-01T09:00:00,39.7000,142.5000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.090000.dat,SYN,
2000-01-01T10:00:00,39.7000,142.6000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.100000.dat,SYN,
2000-01-01T11:00:00,39.7000,142.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.110000.dat,SYN,
2000-01-01T08:00:00,39.7000,142.4000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.080000.dat,SYN,
2000-01-01T14:00:00,39.8000,142.6000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.140000.dat,SYN,
2000-01-01T15:00:00,39.8000,142.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.150000.dat,SYN,
2000-01-01T12:00:00,39.8000,142.4000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.120000.dat,SYN,
2000-01-01T13:00:00,39.8000,142.5000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.130000.dat,SYN,
2000-01-01T19:00:00,39.9000,142.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.190000.dat,SYN,
2000-01-01T18:00:00,39.9000,142.6000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.180000.dat,SYN,
2000-01-01T17:00:00,39.9000,142.5000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.170000.dat,SYN,
2000-01-01T16:00:00,39.9000,142.4000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.160000.dat,SYN,
2000-01-01T20:00:00,39.5000,143.8000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.200000.dat,SYN,
2000-01-01T21:00:00,39.6000,143.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.210000.dat,SYN,
2000-01-01T22:00:00,39.5000,143.7000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.220000.dat,SYN,
2000-01-01T23:00:00,39.6000,143.8000,15.0000,0.0000,0.0000,0.0000,0.0000,dat/000101.230000.dat,SYN,
