time,latitude,longitude,depth,xerr,yerr,zerr,rms,file,mode,cid
2000-01-01T11:00:00,39.704000,142.664000,20.529,0.000,0.000,0.000,0.939,000101.110000.dat,SYN,
2000-01-01T01:00:00,39.549000,142.545000,12.539,0.000,0.000,0.000,1.414,000101.010000.dat,SYN,
2000-01-01T08:00:00,39.712000,142.336000,18.355,0.000,0.000,0.000,1.012,000101.080000.dat,SYN,
2000-01-01T18:00:00,39.901000,142.595000,14.233,0.000,0.000,0.000,0.572,000101.180000.dat,SYN,
2000-01-01T19:00:00,40.007000,142.681000,17.590,0.000,0.000,0.000,2.041,000101.190000.dat,SYN,
2000-01-01T09:00:00,39.761000,142.534000,14.189,0.000,0.000,0.000,2.033,000101.090000.dat,SYN,
2000-01-01T00:00:00,39.460000,142.328000,13.358,0.000,0.000,0.000,1.698,000101.000000.dat,SYN,
2000-01-01T10:00:00,39.740000,142.580000,14.503,0.000,0.000,0.000,1.089,000101.100000.dat,SYN,
2000-01-01T12:00:00,39.896000,142.309000,18.763,0.000,0.000,0.000,2.291,000101.120000.dat,SYN,
2000-01-01T02:00:00,39.495000,142.597000,19.531,0.000,0.000,0.000,0.483,000101.020000.dat,SYN,
2000-01-01T03:00:00,39.517000,142.753000,10.654,0.000,0.000,0.000,1.762,000101.030000.dat,SYN,
2000-01-01T13:00:00,39.822000,142.470000,8.713,0.000,0.000,0.000,1.647,000101.130000.dat,SYN,
2000-01-01T20:00:00,39.501000,143.835000,20.808,0.000,0.000,0.000,0.445,000101.200000.dat,SYN,
2000-01-01T16:00:00,39.909000,142.409000,18.650,0.000,0.000,0.000,0.646,000101.160000.dat,SYN,
2000-01-01T06:00:00,39.626000,142.599000,15.969,0.000,0.000,0.000,0.903,000101.060000.dat,SYN,
2000-01-01T07:00:00,39.720000,142.708000,11.915,0.000,0.000,0.000,4.519,000101.070000.dat,SYN,
2000-01-01T17:00:00,39.901000,142.428000,15.609,0.000,0.000,0.000,1.239,000101.170000.dat,SYN,
2000-01-01T21:00:00,39.518000,143.817000,11.374,0.000,0.000,0.000,1.298,000101.210000.dat,SYN,
2000-01-01T15:00:00,39.753000,142.665000,21.365,0.000,0.000,0.000,1.673,000101.150000.dat,SYN,
2000-01-01T05:00:00,39.561000,142.440000,11.396,0.000,0.000,0.000,1.939,000101.050000.dat,SYN,
2000-01-01T23:00:00,39.579000,143.662000,14.621,0.000,0.000,0.000,0.662,000101.230000.dat,SYN,
2000-01-01T22:00:00,39.510000,143.772000,10.500,0.000,0.000,0.000,0.541,000101.220000.dat,SYN,
2000-01-01T04:00:00,39.564000,142.359000,6.841,0.000,0.000,0.000,2.674,000101.040000.dat,SYN,
2000-01-01T14:00:00,39.812000,142.507000,10.959,0.000,0.000,0.000,2.085,000101.140000.dat,SYN,
